,file,index,accuracy,std-dev,t-test,p-val
0,FAC008.mat,0,0.5263001253132832,0.07199551956339129,3.459318443614313,0.0006153986277362086
1,FAC008.mat,1,0.5393953634085212,0.10499398574545325,4.74944112410192,3.091307117517791e-06
2,FAC008.mat,2,0.5562343358395989,0.06704570267837183,2.8513443222593846,0.0046381578522895475
3,FAC008.mat,3,0.5619204260651629,0.07219049717916465,0.0,1.0
4,FAC008.mat,4,0.43682644110275687,0.10213515828589,0.0,1.0
5,FAC008.mat,5,0.5078164160401002,0.12170486027363145,-0.7821627471410998,0.4347009397289924
6,FAC008.mat,6,0.5447211779448622,0.09312628707862902,0.11145781953190814,0.911323628399982
7,FAC008.mat,7,0.5215695488721804,0.12539467027351506,2.378069412395649,0.017994100884033686
8,FAC008.mat,8,0.6078790726817043,0.0942456376100544,1.230853842336843,0.2192871374634579
9,FAC008.mat,9,0.5875469924812029,0.08840172556072182,6.1829204654292145,1.9296111346234303e-09
10,FAC008.mat,10,0.53781328320802,0.03503687183507559,5.5881481095796035,4.937345711781689e-08
11,FAC008.mat,11,0.5693922305764412,0.11899439434782945,-1.688842346596478,0.09222989116786055
12,FAC008.mat,12,0.5327850877192982,0.08132617117531304,-0.11147524026029398,0.9113098258761596
13,FAC008.mat,13,0.5512374686716792,0.08796504775652798,4.481867814607159,1.0338784685581642e-05
14,FAC008.mat,14,0.5503446115288221,0.051868753991133325,3.708594694381844,0.00024585975065387453
15,FAC008.mat,15,0.51281328320802,0.0790142173813581,4.481867814607159,1.0338784685581642e-05
16,FAC008.mat,16,0.5259085213032582,0.1518613037312169,-0.8944975158961207,0.371732269607722
17,FAC008.mat,17,0.5071585213032581,0.10121443879119761,-0.11147524026029398,0.9113098258761596
18,FAC008.mat,18,0.462453007518797,0.06379313701514826,-1.1198843831880463,0.26360813987312876
19,FAC008.mat,19,0.49244987468671686,0.116749933774931,-1.007062234639235,0.3146705313300389
20,FAC008.mat,20,0.4364348370927318,0.14389367166761635,-0.8944975158961207,0.371732269607722
21,FAC008.mat,21,0.444031954887218,0.06913319119820327,-0.5580745039181856,0.5771861929727129
22,FAC008.mat,22,0.5106672932330827,0.09269622778745072,0.4459881106483877,0.6559093400994884
23,FAC008.mat,23,0.5262374686716793,0.09836017009131393,-0.6700307280047596,0.5033244534633852
24,FAC008.mat,24,0.581265664160401,0.0409672869925061,3.8347057452777578,0.00015156978390227404
25,FAC008.mat,25,0.5128132832080201,0.07901421738135814,7.142502841340089,6.2779770114341985e-12
26,FAC008.mat,26,0.45061090225563905,0.09603404200069729,3.961859150051974,9.184938433931566e-05
27,FAC008.mat,27,0.5431390977443609,0.12791926533871356,0.7813043054854597,0.4352048109985117
28,FAC008.mat,28,0.6200501253132832,0.06538745170873426,-1.919230807846616,0.05584987074573024
29,FAC008.mat,29,0.5362938596491228,0.11204482616767678,0.6694009997378076,0.5037254306331254
30,FAC008.mat,30,0.5612625313283208,0.08505897999585975,-1.3464124937497481,0.17912842865379497
31,FAC008.mat,31,0.606296992481203,0.07153873331327626,-0.334582654492373,0.7381605000436635
32,FAC009.mat,0,0.5882579185520362,0.06464650200347223,-2.995883957376159,0.0028199413398137586
33,FAC009.mat,1,0.5081674208144796,0.07189196248523261,-1.4363734261883332,0.15128221038841488
34,FAC009.mat,2,0.5467722473604827,0.06289252073269942,-3.3783144815744937,0.000764143302262607
35,FAC009.mat,3,0.556527149321267,0.05100192474904999,-2.022703831666945,0.04343180247964682
36,FAC009.mat,4,0.5935972850678732,0.04912478911716018,-2.844273946132609,0.004563448359439505
37,FAC009.mat,5,0.5561406485671192,0.07064758757252843,-1.582188481918992,0.11399690894089852
38,FAC009.mat,6,0.5025942684766214,0.018864556449270993,-2.618221354931769,0.009004022876657762
39,FAC009.mat,7,0.5538348416289594,0.08201798041251268,-1.948945683070711,0.05164679514917242
40,FAC009.mat,8,0.5436368778280543,0.08967269384847977,-2.6933956044335505,0.007219080178906361
41,FAC009.mat,9,0.5398114630467572,0.07749036817472421,0.49603838918281257,0.6200018920528915
42,FAC009.mat,10,0.5443759426847663,0.05090705567373576,-1.3636433010374194,0.17305870458289016
43,FAC009.mat,11,0.5390799396681749,0.05194448986750387,-0.21340973084256845,0.8310610934506479
44,FAC009.mat,12,0.5566723227752639,0.07369977052587269,0.28374089542399483,0.7766814610932706
45,FAC009.mat,13,0.48451923076923076,0.05396330059178134,-1.2185221394962538,0.22338039388296582
46,FAC009.mat,14,0.5292722473604827,0.05105221973647423,-1.509220763277496,0.13163232916203704
47,FAC009.mat,15,0.5880637254901961,0.05925624813633997,-0.642109340535779,0.520983871108038
48,FAC009.mat,16,0.5439291101055808,0.08066290657080201,-0.9295497388404096,0.3528811923728581
49,FAC009.mat,17,0.5193721719457014,0.09790051156332055,0.07101600188340744,0.9434025496460674
50,FAC009.mat,18,0.5663404977375566,0.03405966805486469,-1.146124893030283,0.25208195445317394
51,FAC009.mat,19,0.5272077677224736,0.03338355760306194,0.14197632382890918,0.8871340118022784
52,FAC009.mat,20,0.5196625188536953,0.027722799734396668,-1.3636433010374194,0.17305870458289016
