,file,index,accuracy,std-dev,t-test,p-val
0,FAC008.mat,0,0.535906862745098,0.15600620157183978,-0.4963776388461581,0.620053931297626
1,FAC008.mat,1,0.5114276960784314,0.08067057999885993,-0.12409440971153952,0.9013379043807479
2,FAC008.mat,2,0.5399203431372549,0.14352794673036692,1.1256872747907227,0.26135212357394483
3,FAC008.mat,3,0.528216911764706,0.1006429253578427,0.8732960061725276,0.38332017731096324
4,FAC008.mat,4,0.5413602941176471,0.09555042222803914,0.6224974115346996,0.5341689213137213
5,FAC008.mat,5,0.4943627450980392,0.08984096961956597,0.37291185884393824,0.709522619140147
6,FAC008.mat,6,0.6202512254901962,0.10618163165917445,0.12416912487859014,0.9012788073319185
7,FAC008.mat,7,0.5736519607843138,0.030797131869883528,1.3800632305851726,0.16877118550975032
8,FAC008.mat,8,0.5256127450980392,0.12716443561436944,-0.8696029599382961,0.3853320229935443
9,FAC008.mat,9,0.5428002450980391,0.1180257091705814,-0.6206213979517387,0.5354008791723573
10,FAC008.mat,10,0.5790441176470589,0.0777554939208234,0.2484579885537989,0.8039792670309339
11,FAC008.mat,11,0.4806985294117647,0.07731422817108939,0.8732960061725275,0.38332017731096324
12,FAC008.mat,12,0.5437806372549019,0.164193504204023,0.6224974115346996,0.5341689213137213
13,FAC008.mat,13,0.6113970588235295,0.09801945266491997,-0.2481589657128101,0.804210356927639
14,FAC008.mat,14,0.6285232843137254,0.09375488080816502,0.0,1.0
15,FAC008.mat,15,0.4802389705882353,0.07471792092953984,0.37291185884393824,0.709522619140147
16,FAC008.mat,16,0.4880514705882353,0.07416066350618905,0.0,1.0
17,FAC008.mat,17,0.43949142156862747,0.11213117683273711,0.49757633085689823,0.6192098045968749
18,FAC008.mat,18,0.5461703431372549,0.12133417074915676,-0.2481589657128101,0.804210356927639
19,FAC008.mat,19,0.5819240196078432,0.05198776555079694,0.0,1.0
20,FAC008.mat,20,0.6425857843137255,0.09528852192857322,-0.7450147492715408,0.4569462171532791
21,FAC008.mat,21,0.5789828431372549,0.09984750468297525,0.49757633085689823,0.6192098045968749
22,FAC008.mat,22,0.6035845588235295,0.056449613976930484,-0.12409440971153952,0.9013379043807479
23,FAC008.mat,23,0.6109375,0.09931635498927616,0.0,1.0
24,FAC008.mat,24,0.5943321078431373,0.12293874534739171,0.0,1.0
25,FAC008.mat,25,0.5580269607843138,0.10782271628737361,0.6224974115346996,0.5341689213137213
26,FAC008.mat,26,0.5419424019607844,0.12337500060255642,1.3800632305851726,0.16877118550975032
27,FAC008.mat,27,0.4933210784313725,0.13532301736933156,1.1256872747907227,0.26135212357394483
28,FAC008.mat,28,0.7023897058823529,0.09012318142632209,0.49757633085689823,0.6192098045968749
29,FAC008.mat,29,0.6594362745098039,0.07842926620946133,1.252602096736319,0.2114935839187401
30,FAC008.mat,30,0.603063725490196,0.07661685907163193,1.1256872747907227,0.26135212357394483
31,FAC008.mat,31,0.5693014705882353,0.10357783037023008,1.5081221366560675,0.13275635999474988
32,FAC008.mat,32,0.5736519607843138,0.08759503544451125,0.12416912487859012,0.9012788073319185
33,FAC008.mat,33,0.5503370098039215,0.1059839275336637,0.2484579885537989,0.8039792670309339
34,FAC008.mat,34,0.4434129901960784,0.05766051022648453,0.7477216060119327,0.4553143855189751
35,FAC008.mat,35,0.5756740196078431,0.08406619340642585,0.12416912487859012,0.9012788073319185
36,FAC008.mat,36,0.5114889705882353,0.11366297284744124,1.1256872747907227,0.26135212357394483
37,FAC008.mat,37,0.5521139705882353,0.0984549196428573,0.2484579885537989,0.8039792670309339
38,FAC008.mat,38,0.5487745098039216,0.07249238067984846,-1.2449948230693992,0.21427210356740983
39,FAC008.mat,39,0.48707107843137254,0.0772001194161022,0.49757633085689823,0.6192098045968749
40,FAC008.mat,40,0.5349877450980391,0.08558667270966515,0.9992683818067075,0.318608281594968
41,FAC008.mat,41,0.5947303921568627,0.13450406712956475,0.2484579885537989,0.8039792670309339
42,FAC008.mat,42,0.5746323529411765,0.09691318730545613,-0.3722384485692151,0.7100232797666239
43,FAC008.mat,43,0.5481311274509804,0.1061563817309009,0.0,1.0
44,FAC008.mat,44,0.5133272058823529,0.09220801419097664,0.6224974115346996,0.5341689213137213
45,FAC008.mat,45,0.5516544117647059,0.08441979815198059,0.49757633085689823,0.6192098045968749
46,FAC008.mat,46,0.5673406862745098,0.08080105372644898,0.4975763308568983,0.6192098045968749
47,FAC008.mat,47,0.5339460784313725,0.11318223016067744,0.0,1.0
48,FAC008.mat,48,0.5581495098039215,0.11026053069756975,0.37291185884393824,0.709522619140147
49,FAC008.mat,49,0.6291053921568628,0.08303243234991663,0.9992683818067075,0.318608281594968
50,FAC009.mat,0,0.5335718061008758,0.07005143466319963,2.4185255884936083,0.01584517765132764
51,FAC009.mat,1,0.5136256669686903,0.05760982941449974,1.2357255131539728,0.21698733001912393
52,FAC009.mat,2,0.5429817275747508,0.04638946798189802,1.3917302815184456,0.16445914665244532
53,FAC009.mat,3,0.5429817275747508,0.038077304197480205,1.0801423599554967,0.2804617376298734
54,FAC009.mat,4,0.5608357243531663,0.046130458678034184,1.0801423599554967,0.2804617376298734
55,FAC009.mat,5,0.5577903201449713,0.09970143179325401,0.5384240581052157,0.5904605176959354
56,FAC009.mat,6,0.528229764421625,0.059587346274833246,1.6266051647822677,0.10428426081185839
57,FAC009.mat,7,0.5285066193496426,0.05132341075433285,1.6266051647822677,0.10428426081185839
58,FAC009.mat,8,0.598912715191785,0.07677829445711719,2.4185255884936083,0.01584517765132764
59,FAC009.mat,9,0.6074354424645122,0.05917350538108478,2.02067832115806,0.043704539058767776
