,file,index,accuracy,std-dev,t-test,p-val
0,FAC008.mat,0,0.5141290726817043,0.09686590647046693,0.0,1.0
1,FAC008.mat,1,0.5588032581453635,0.12262991279824459,1.0056378177528424,0.31535441299075917
2,FAC008.mat,2,0.544360902255639,0.10609632675102075,-0.11147524026029398,0.9113098258761596
3,FAC008.mat,3,0.45498120300751876,0.0717648273405106,-0.11147524026029398,0.9113098258761596
4,FAC008.mat,4,0.4987938596491228,0.11508619615153294,0.0,1.0
5,FAC008.mat,5,0.562578320802005,0.07718240174766161,0.44598811064838767,0.6559093400994884
6,FAC008.mat,6,0.5390977443609023,0.15280972233016746,0.44598811064838767,0.6559093400994884
7,FAC008.mat,7,0.569423558897243,0.08240363203080472,0.5576377574872883,0.5774840937710104
8,FAC008.mat,8,0.5283991228070175,0.1447500907679028,-0.334582654492373,0.7381605000436635
9,FAC008.mat,9,0.5609649122807018,0.1056389490926748,0.0,1.0
10,FAC008.mat,10,0.530999373433584,0.08307927942281856,0.5576377574872883,0.5774840937710104
11,FAC008.mat,11,0.48123433583959896,0.08547091097897862,0.33442572078088195,0.7382787893525264
12,FAC008.mat,12,0.5515977443609023,0.09201694207916453,1.1181218948701508,0.2643588990121613
13,FAC008.mat,13,0.6325814536340852,0.10667611111895221,0.33442572078088195,0.7382787893525264
14,FAC008.mat,14,0.5322838345864661,0.12008239662673334,-0.5580745039181856,0.5771861929727129
15,FAC008.mat,15,0.4556077694235589,0.0908530539664397,1.0056378177528424,0.31535441299075917
16,FAC008.mat,16,0.45093984962406014,0.06332410772926188,-1.1198843831880463,0.26360813987312876
17,FAC008.mat,17,0.5356359649122807,0.12370904433716895,0.44598811064838767,0.6559093400994884
18,FAC008.mat,18,0.5809367167919799,0.07189697246680331,-1.007062234639235,0.3146705313300389
19,FAC008.mat,19,0.6137374686716792,0.10272251964807108,-0.22299405532419384,0.8236833014308251
20,FAC008.mat,20,0.544031954887218,0.07313007006562841,-1.007062234639235,0.3146705313300389
21,FAC008.mat,21,0.5496867167919799,0.07624734060536814,0.6694009997378076,0.5037254306331254
22,FAC008.mat,22,0.6075501253132831,0.1128960671316505,-0.5580745039181856,0.5771861929727129
23,FAC008.mat,23,0.5878446115288221,0.06620628199748914,0.44598811064838767,0.6559093400994884
24,FAC008.mat,24,0.55593671679198,0.08925250970976262,-1.2329917552483753,0.21848953088108203
25,FAC008.mat,25,0.5068609022556391,0.03608667647806171,-0.334582654492373,0.7381605000436635
26,FAC008.mat,26,0.4384711779448621,0.11863470469611509,0.0,1.0
27,FAC008.mat,27,0.5571585213032582,0.09098632034262773,-0.5580745039181856,0.5771861929727129
28,FAC008.mat,28,0.587546992481203,0.12120175362639428,-0.4462673331585385,0.6557078712474953
29,FAC008.mat,29,0.5422149122807018,0.10738579643477555,-0.11147524026029398,0.9113098258761596
30,FAC008.mat,30,0.5493890977443608,0.05997947334706841,0.6694009997378076,0.5037254306331254
31,FAC008.mat,31,0.624749373433584,0.06699419117071098,0.0,1.0
32,FAC009.mat,0,0.5419645550527904,0.05487973624785925,-2.9199855803537256,0.0035975897607698373
33,FAC009.mat,1,0.5215837104072398,0.04565069944004859,-2.3192044488969397,0.020631874004027363
34,FAC009.mat,2,0.5417232277526396,0.041078190984634284,-3.844235896449445,0.0001304043279431976
35,FAC009.mat,3,0.5544645550527904,0.052238936055131115,-2.844273946132609,0.004563448359439505
36,FAC009.mat,4,0.564172322775264,0.050050525657797815,-4.72129654620405,2.7609508409354567e-06
37,FAC009.mat,5,0.5757598039215687,0.08214969388752526,-1.2910272446419893,0.19706256372171105
38,FAC009.mat,6,0.5740686274509804,0.09582655436852189,-1.948945683070711,0.05164679514917242
39,FAC009.mat,7,0.5201470588235294,0.05142787676965662,-3.4554164883955503,0.0005780233348327473
40,FAC009.mat,8,0.5593665158371042,0.05225302444837491,-3.1482565121168347,0.0017026665309924256
41,FAC009.mat,9,0.5049490950226244,0.06504307052006304,-2.096605355546556,0.036338144027731265
42,FAC009.mat,10,0.4805788084464555,0.07333097093637023,-1.509220763277496,0.13163232916203704
43,FAC009.mat,11,0.49725867269984914,0.03957875048409353,-0.7138362235141941,0.475534090046998
44,FAC009.mat,12,0.5742703619909503,0.07504135314725893,-2.2448522029005735,0.025046742242204014
45,FAC009.mat,13,0.538697209653092,0.057342870578274266,-1.2185221394962538,0.22338039388296582
46,FAC009.mat,14,0.5069683257918551,0.06127067814913902,-1.7284978790940952,0.0842800775628044
47,FAC009.mat,15,0.5273529411764706,0.0416881526333584,-2.3192044488969397,0.020631874004027363
48,FAC009.mat,16,0.5372115384615385,0.05852523734186373,-4.0013894007781134,6.874214549885183e-05
49,FAC009.mat,17,0.5026904223227753,0.06520876508515196,-2.768745218306051,0.005755838558667104
50,FAC009.mat,18,0.5621059577677225,0.0574538095833011,-1.5821884819189915,0.11399690894089869
51,FAC009.mat,19,0.54052790346908,0.0730304137798422,-0.7856499557111596,0.43230233933763695
52,FAC009.mat,20,0.4877941176470588,0.04864975670416128,-1.7284978790940952,0.0842800775628044
53,FAC009.mat,21,0.5547077677224735,0.07408431657404754,-3.1482565121168347,0.0017026665309924256
54,FAC009.mat,22,0.6154185520361991,0.06650676822178123,-2.768745218306051,0.005755838558667104
55,FAC009.mat,23,0.5936915535444947,0.077448149440626,-1.509220763277496,0.13163232916203704
56,FAC009.mat,24,0.5276489441930619,0.08349667912102507,-3.844235896449445,0.0001304043279431976
57,FAC009.mat,25,0.5690799396681749,0.03396223855261478,-5.0485800474718685,5.500273117056137e-07
58,FAC009.mat,26,0.690603318250377,0.08242100907148739,0.5667218644883357,0.5710601616726216
59,FAC009.mat,27,0.5412914781297133,0.05398057711520061,-3.844235896449445,0.0001304043279431976
60,FAC009.mat,28,0.5869174208144796,0.07509494506231087,-0.5704663884591196,0.5685196203127062
61,FAC009.mat,29,0.5469645550527904,0.04898053016590387,-3.6880290538427407,0.00024108001347274025
62,FAC009.mat,30,0.598552036199095,0.06148936180785288,-4.72129654620405,2.7609508409354567e-06
63,FAC009.mat,31,0.531681749622926,0.039800168513271,-1.146124893030283,0.25208195445317394
64,FAC001.mat,0,0.531328320802005,0.08896360576089649,-0.22083041148563395,0.8253610493134226
65,FAC001.mat,1,0.5723684210526316,0.0630431375287183,-0.9904127579916671,0.3226980468001933
66,FAC001.mat,2,0.45206766917293234,0.04106639804861002,-0.3310133485774729,0.7408444870008797
67,FAC001.mat,3,0.5836466165413534,0.08808050854233002,0.5559717020974706,0.5786069528100003
68,FAC001.mat,4,0.5592105263157895,0.08858716313936912,-0.7707737313272343,0.44139254274837725
69,FAC001.mat,5,0.4620927318295739,0.11122524579051364,-0.9904127579916671,0.3226980468001933
70,FAC001.mat,6,0.5723684210526316,0.06304313752871832,0.11069774988983352,0.9119233228890102
71,FAC001.mat,7,0.4793233082706767,0.14962085906492942,-0.44107459051662723,0.6594478277838539
72,FAC001.mat,8,0.5491854636591479,0.09649478804095903,-0.3310133485774729,0.7408444870008797
73,FAC001.mat,9,0.4996867167919799,0.09824863093802746,0.5559717020974706,0.5786069528100003
74,FAC001.mat,10,0.6337719298245614,0.1402077988706508,-0.9904127579916671,0.3226980468001933
75,FAC001.mat,11,0.5664160401002506,0.06506644103131413,-0.22083041148563395,0.8253610493134226
76,FAC001.mat,12,0.5723684210526315,0.09224740962084052,0.11069774988983352,0.9119233228890102
77,FAC001.mat,13,0.618734335839599,0.11207966738611827,-0.7707737313272343,0.44139254274837725
78,FAC001.mat,14,0.5015664160401002,0.06601807163764041,0.11069774988983352,0.9119233228890102
79,FAC001.mat,15,0.5162907268170426,0.10969028944370478,-0.22083041148563395,0.8253610493134226
80,FAC001.mat,16,0.4799498746867168,0.10819116638671368,-0.880593132464396,0.3791789372180302
81,FAC001.mat,17,0.5491854636591479,0.096494788040959,-0.5510387687779837,0.5819799685991105
82,FAC001.mat,18,0.6087092731829574,0.08194796499549865,-0.11050096831083372,0.912079253470797
83,FAC001.mat,19,0.4956140350877193,0.09717841102877779,-0.44107459051662723,0.6594478277838539
84,FAC001.mat,20,0.5914786967418546,0.04514757778108227,0.2216178051404962,0.8247484953859762
85,FAC001.mat,21,0.4865288220551378,0.0902641721559287,0.11069774988983352,0.9119233228890102
86,FAC001.mat,22,0.4924812030075188,0.061134390564664014,0.44422844870175715,0.6571685939194947
87,FAC001.mat,23,0.5538847117794485,0.12800983428091642,-0.44107459051662723,0.6594478277838539
88,FAC001.mat,24,0.46647869674185466,0.1074734928301284,-0.3310133485774729,0.7408444870008797
89,FAC001.mat,25,0.525375939849624,0.07360422128397535,-1.8718790617947116,0.062107713673036226
90,FAC001.mat,26,0.5491854636591479,0.05545643745022313,-0.9904127579916671,0.3226980468001933
